x_m,y_m
-5.966666666666667,3.966666666666667
-5.9,3.966666666666667
-5.833333333333333,3.966666666666667
-5.766666666666667,3.966666666666667
-5.7,3.966666666666667
-5.633333333333334,3.966666666666667
-5.566666666666666,3.966666666666667
-5.5,3.966666666666667
-5.433333333333334,3.966666666666667
-5.366666666666667,3.966666666666667
-5.3,3.966666666666667
-5.233333333333333,3.966666666666667
-5.166666666666667,3.966666666666667
-5.1,3.966666666666667
-5.033333333333333,3.966666666666667
-4.966666666666667,3.966666666666667
-4.9,3.966666666666667
-4.833333333333333,3.966666666666667
-4.766666666666667,3.966666666666667
-4.7,3.966666666666667
-4.633333333333333,3.966666666666667
-4.566666666666666,3.966666666666667
-4.5,3.966666666666667
-4.433333333333334,3.966666666666667
-4.366666666666667,3.966666666666667
-4.3,3.966666666666667
-4.233333333333333,3.966666666666667
-4.166666666666667,3.966666666666667
-4.1,3.966666666666667
-4.033333333333333,3.966666666666667
-3.966666666666667,3.966666666666667
-3.9,3.966666666666667
-3.8333333333333335,3.966666666666667
-3.7666666666666666,3.966666666666667
-3.7,3.966666666666667
-3.6333333333333333,3.966666666666667
-3.566666666666667,3.966666666666667
-3.5,3.966666666666667
-3.4333333333333336,3.966666666666667
-3.3666666666666667,3.966666666666667
-3.3,3.966666666666667
-3.2333333333333334,3.966666666666667
-3.1666666666666665,3.966666666666667
-3.1,3.966666666666667
-3.033333333333333,3.966666666666667
-2.966666666666667,3.966666666666667
-2.9,3.966666666666667
-2.8333333333333335,3.966666666666667
-2.7666666666666666,3.966666666666667
-2.7,3.966666666666667
-2.6333333333333333,3.966666666666667
-2.566666666666667,3.966666666666667
-2.5,3.966666666666667
-2.4333333333333336,3.966666666666667
-2.3666666666666667,3.966666666666667
-2.3000000000000003,3.966666666666667
-2.2333333333333334,3.966666666666667
-2.1666666666666665,3.966666666666667
-2.1,3.966666666666667
-2.033333333333333,3.966666666666667
-1.9666666666666668,3.966666666666667
-1.9000000000000004,3.966666666666667
-1.833333333333333,3.966666666666667
-1.7666666666666666,3.966666666666667
-1.7000000000000002,3.966666666666667
-1.6333333333333337,3.966666666666667
-1.5666666666666664,3.966666666666667
-1.5,3.966666666666667
-1.4333333333333336,3.966666666666667
-1.3666666666666671,3.966666666666667
-1.2999999999999998,3.966666666666667
-1.2333333333333334,3.966666666666667
-1.166666666666667,3.966666666666667
-1.0999999999999996,3.966666666666667
-1.0333333333333332,3.966666666666667
-0.9666666666666668,3.966666666666667
-0.9000000000000004,3.966666666666667
-0.833333333333333,3.966666666666667
-0.7666666666666666,3.966666666666667
-0.7000000000000002,3.966666666666667
-0.6333333333333337,3.966666666666667
-0.5666666666666664,3.966666666666667
-0.5,3.966666666666667
-0.43333333333333357,3.966666666666667
-0.36666666666666714,3.966666666666667
-0.2999999999999998,3.966666666666667
-0.2333333333333334,3.966666666666667
-0.16666666666666696,3.966666666666667
-0.09999999999999964,3.966666666666667
-0.033333333333333215,3.966666666666667
0.033333333333333215,3.966666666666667
0.09999999999999964,3.966666666666667
0.16666666666666696,3.966666666666667
0.2333333333333334,3.966666666666667
0.2999999999999998,3.966666666666667
0.36666666666666625,3.966666666666667
0.43333333333333357,3.966666666666667
0.5,3.966666666666667
0.5666666666666664,3.966666666666667
0.6333333333333329,3.966666666666667
0.7000000000000002,3.966666666666667
0.7666666666666666,3.966666666666667
0.833333333333333,3.966666666666667
0.8999999999999995,3.966666666666667
0.9666666666666668,3.966666666666667
1.0333333333333332,3.966666666666667
1.0999999999999996,3.966666666666667
1.166666666666667,3.966666666666667
1.2333333333333334,3.966666666666667
1.2999999999999998,3.966666666666667
1.3666666666666663,3.966666666666667
1.4333333333333336,3.966666666666667
1.5,3.966666666666667
1.5666666666666664,3.966666666666667
1.6333333333333329,3.966666666666667
1.7000000000000002,3.966666666666667
1.7666666666666666,3.966666666666667
1.833333333333333,3.966666666666667
1.8999999999999995,3.966666666666667
1.9666666666666668,3.966666666666667
2.033333333333333,3.966666666666667
2.0999999999999996,3.966666666666667
2.166666666666666,3.966666666666667
2.2333333333333325,3.966666666666667
2.3000000000000007,3.966666666666667
2.366666666666667,3.966666666666667
2.4333333333333336,3.966666666666667
2.5,3.966666666666667
2.5666666666666664,3.966666666666667
2.633333333333333,3.966666666666667
2.6999999999999993,3.966666666666667
2.7666666666666657,3.966666666666667
2.833333333333334,3.966666666666667
2.9000000000000004,3.966666666666667
2.966666666666667,3.966666666666667
3.033333333333333,3.966666666666667
3.0999999999999996,3.966666666666667
3.166666666666666,3.966666666666667
3.2333333333333325,3.966666666666667
3.3000000000000007,3.966666666666667
3.366666666666667,3.966666666666667
3.4333333333333336,3.966666666666667
3.5,3.966666666666667
3.5666666666666664,3.966666666666667
3.633333333333333,3.966666666666667
3.6999999999999993,3.966666666666667
3.7666666666666657,3.966666666666667
3.833333333333334,3.966666666666667
3.9000000000000004,3.966666666666667
3.966666666666667,3.966666666666667
4.033333333333333,3.966666666666667
4.1,3.966666666666667
4.166666666666666,3.966666666666667
4.2333333333333325,3.966666666666667
4.300000000000001,3.966666666666667
4.366666666666667,3.966666666666667
4.433333333333334,3.966666666666667
4.5,3.966666666666667
4.566666666666666,3.966666666666667
4.633333333333333,3.966666666666667
4.699999999999999,3.966666666666667
4.766666666666666,3.966666666666667
4.833333333333334,3.966666666666667
4.9,3.966666666666667
4.966666666666667,3.966666666666667
5.033333333333333,3.966666666666667
5.1,3.966666666666667
5.166666666666666,3.966666666666667
5.2333333333333325,3.966666666666667
5.300000000000001,3.966666666666667
5.366666666666667,3.966666666666667
5.433333333333334,3.966666666666667
5.5,3.966666666666667
5.566666666666666,3.966666666666667
5.633333333333333,3.966666666666667
5.699999999999999,3.966666666666667
5.766666666666666,3.966666666666667
5.833333333333334,3.966666666666667
5.9,3.966666666666667
5.966666666666667,3.966666666666667
6.033333333333333,3.966666666666667
6.1,3.966666666666667
6.166666666666666,3.966666666666667
6.2333333333333325,3.966666666666667
6.300000000000001,3.966666666666667
6.366666666666667,3.966666666666667
6.433333333333334,3.966666666666667
6.5,3.966666666666667
6.566666666666666,3.966666666666667
6.633333333333333,3.966666666666667
6.699999999999999,3.966666666666667
6.766666666666666,3.966666666666667
6.833333333333334,3.966666666666667
6.9,3.966666666666667
6.966666666666667,3.966666666666667
7.033333333333333,3.966666666666667
7.1,3.966666666666667
7.166666666666666,3.966666666666667
7.2333333333333325,3.966666666666667
7.299999999999999,3.966666666666667
7.366666666666667,3.966666666666667
7.433333333333334,3.966666666666667
7.5,3.966666666666667
7.566666666666666,3.966666666666667
7.633333333333333,3.966666666666667
7.699999999999999,3.966666666666667
7.766666666666666,3.966666666666667
7.833333333333334,3.966666666666667
7.9,3.966666666666667
7.966666666666667,3.966666666666667
8.033333333333333,3.966666666666667
8.1,3.966666666666667
8.166666666666666,3.966666666666667
8.233333333333333,3.966666666666667
8.299999999999999,3.966666666666667
8.366666666666667,3.966666666666667
8.433333333333334,3.966666666666667
8.5,3.966666666666667
8.566666666666666,3.966666666666667
8.633333333333333,3.966666666666667
8.7,3.966666666666667
8.766666666666666,3.966666666666667
8.833333333333334,3.966666666666667
8.9,3.966666666666667
8.966666666666667,3.966666666666667
-5.966666666666667,3.9
-5.9,3.9
-5.833333333333333,3.9
-5.766666666666667,3.9
-5.7,3.9
-5.633333333333334,3.9
-5.566666666666666,3.9
-5.5,3.9
-5.433333333333334,3.9
-5.366666666666667,3.9
-5.3,3.9
-5.233333333333333,3.9
-5.166666666666667,3.9
-5.1,3.9
-5.033333333333333,3.9
-4.966666666666667,3.9
-4.9,3.9
-4.833333333333333,3.9
-4.766666666666667,3.9
-4.7,3.9
-4.633333333333333,3.9
-4.566666666666666,3.9
-4.5,3.9
-4.433333333333334,3.9
-4.366666666666667,3.9
-4.3,3.9
-4.233333333333333,3.9
-4.166666666666667,3.9
-4.1,3.9
-4.033333333333333,3.9
-3.966666666666667,3.9
-3.9,3.9
-3.8333333333333335,3.9
-3.7666666666666666,3.9
-3.7,3.9
-3.6333333333333333,3.9
-3.566666666666667,3.9
-3.5,3.9
-3.4333333333333336,3.9
-3.3666666666666667,3.9
-3.3,3.9
-3.2333333333333334,3.9
-3.1666666666666665,3.9
-3.1,3.9
-3.033333333333333,3.9
-2.966666666666667,3.9
-2.9,3.9
-2.8333333333333335,3.9
-2.7666666666666666,3.9
-2.7,3.9
-2.6333333333333333,3.9
-2.566666666666667,3.9
-2.5,3.9
-2.4333333333333336,3.9
-2.3666666666666667,3.9
-2.3000000000000003,3.9
-2.2333333333333334,3.9
-2.1666666666666665,3.9
-2.1,3.9
-2.033333333333333,3.9
-1.9666666666666668,3.9
-1.9000000000000004,3.9
-1.833333333333333,3.9
-1.7666666666666666,3.9
-1.7000000000000002,3.9
-1.6333333333333337,3.9
-1.5666666666666664,3.9
-1.5,3.9
-1.4333333333333336,3.9
-1.3666666666666671,3.9
-1.2999999999999998,3.9
-1.2333333333333334,3.9
-1.166666666666667,3.9
-1.0999999999999996,3.9
-1.0333333333333332,3.9
-0.9666666666666668,3.9
-0.9000000000000004,3.9
-0.833333333333333,3.9
-0.7666666666666666,3.9
-0.7000000000000002,3.9
-0.6333333333333337,3.9
-0.5666666666666664,3.9
-0.5,3.9
-0.43333333333333357,3.9
-0.36666666666666714,3.9
-0.2999999999999998,3.9
-0.2333333333333334,3.9
-0.16666666666666696,3.9
-0.09999999999999964,3.9
-0.033333333333333215,3.9
0.033333333333333215,3.9
0.09999999999999964,3.9
0.16666666666666696,3.9
0.2333333333333334,3.9
0.2999999999999998,3.9
0.36666666666666625,3.9
0.43333333333333357,3.9
0.5,3.9
0.5666666666666664,3.9
0.6333333333333329,3.9
0.7000000000000002,3.9
0.7666666666666666,3.9
0.833333333333333,3.9
0.8999999999999995,3.9
0.9666666666666668,3.9
1.0333333333333332,3.9
1.0999999999999996,3.9
1.166666666666667,3.9
1.2333333333333334,3.9
1.2999999999999998,3.9
1.3666666666666663,3.9
1.4333333333333336,3.9
1.5,3.9
1.5666666666666664,3.9
1.6333333333333329,3.9
1.7000000000000002,3.9
1.7666666666666666,3.9
1.833333333333333,3.9
1.8999999999999995,3.9
1.9666666666666668,3.9
2.033333333333333,3.9
2.0999999999999996,3.9
2.166666666666666,3.9
2.2333333333333325,3.9
2.3000000000000007,3.9
2.366666666666667,3.9
2.4333333333333336,3.9
2.5,3.9
2.5666666666666664,3.9
2.633333333333333,3.9
2.6999999999999993,3.9
2.7666666666666657,3.9
2.833333333333334,3.9
2.9000000000000004,3.9
2.966666666666667,3.9
3.033333333333333,3.9
3.0999999999999996,3.9
3.166666666666666,3.9
3.2333333333333325,3.9
3.3000000000000007,3.9
3.366666666666667,3.9
3.4333333333333336,3.9
3.5,3.9
3.5666666666666664,3.9
3.633333333333333,3.9
3.6999999999999993,3.9
3.7666666666666657,3.9
3.833333333333334,3.9
3.9000000000000004,3.9
3.966666666666667,3.9
4.033333333333333,3.9
4.1,3.9
4.166666666666666,3.9
4.2333333333333325,3.9
4.300000000000001,3.9
4.366666666666667,3.9
4.433333333333334,3.9
4.5,3.9
4.566666666666666,3.9
4.633333333333333,3.9
4.699999999999999,3.9
4.766666666666666,3.9
4.833333333333334,3.9
4.9,3.9
4.966666666666667,3.9
5.033333333333333,3.9
5.1,3.9
5.166666666666666,3.9
5.2333333333333325,3.9
5.300000000000001,3.9
5.366666666666667,3.9
5.433333333333334,3.9
5.5,3.9
5.566666666666666,3.9
5.633333333333333,3.9
5.699999999999999,3.9
5.766666666666666,3.9
5.833333333333334,3.9
5.9,3.9
5.966666666666667,3.9
6.033333333333333,3.9
6.1,3.9
6.166666666666666,3.9
6.2333333333333325,3.9
6.300000000000001,3.9
6.366666666666667,3.9
6.433333333333334,3.9
6.5,3.9
6.566666666666666,3.9
6.633333333333333,3.9
6.699999999999999,3.9
6.766666666666666,3.9
6.833333333333334,3.9
6.9,3.9
6.966666666666667,3.9
7.033333333333333,3.9
7.1,3.9
7.166666666666666,3.9
7.2333333333333325,3.9
7.299999999999999,3.9
7.366666666666667,3.9
7.433333333333334,3.9
