(109,54)
(110,54)
(111,54)
(112,54)
(113,54)
(114,54)
(115,54)
(116,54)
(117,54)
(118,54)
(119,54)
(120,54)
(121,54)
(122,54)
(123,54)
(124,54)
(84,55)
(85,55)
(86,55)
(87,55)
(88,55)
(89,55)
(90,55)
(91,55)
(109,55)
(110,55)
(111,55)
(112,55)
(113,55)
(114,55)
(115,55)
(116,55)
(117,55)
(118,55)
(119,55)
(120,55)
(121,55)
(122,55)
(123,55)
(124,55)
(125,55)
(126,55)
(127,55)
(128,55)
(129,55)
(130,55)
(131,55)
(132,55)
(133,55)
(134,55)
(84,56)
(87,56)
(88,56)
(89,56)
(90,56)
(91,56)
(92,56)
(93,56)
(94,56)
(95,56)
(96,56)
(97,56)
(98,56)
(99,56)
(100,56)
(101,56)
(102,56)
(103,56)
(104,56)
(109,56)
(110,56)
(111,56)
(112,56)
(113,56)
(114,56)
(115,56)
(116,56)
(117,56)
(118,56)
(119,56)
(120,56)
(121,56)
(122,56)
(123,56)
(124,56)
(125,56)
(126,56)
(127,56)
(128,56)
(129,56)
(130,56)
(131,56)
(132,56)
(133,56)
(134,56)
(135,56)
(136,56)
(137,56)
(138,56)
(139,56)
(140,56)
(141,56)
(142,56)
(143,56)
(144,56)
(145,56)
(84,57)
(99,57)
(100,57)
(101,57)
(102,57)
(103,57)
(104,57)
(105,57)
(106,57)
(107,57)
(108,57)
(109,57)
(110,57)
(111,57)
(115,57)
(116,57)
(117,57)
(118,57)
(119,57)
(120,57)
(121,57)
(122,57)
(123,57)
(124,57)
(125,57)
(126,57)
(127,57)
(128,57)
(129,57)
(130,57)
(131,57)
(132,57)
(133,57)
(134,57)
(135,57)
(136,57)
(137,57)
(138,57)
(139,57)
(140,57)
(141,57)
(142,57)
(143,57)
(144,57)
(145,57)
(146,57)
(147,57)
(148,57)
(149,57)
(150,57)
(151,57)
(152,57)
(153,57)
(154,57)
(155,57)
(156,57)
(157,57)
(158,57)
(84,58)
(109,58)
(110,58)
(111,58)
(122,58)
(123,58)
(124,58)
(126,58)
(127,58)
(128,58)
(129,58)
(130,58)
(131,58)
(132,58)
(133,58)
(134,58)
(135,58)
(136,58)
(137,58)
(138,58)
(139,58)
(140,58)
(141,58)
(142,58)
(143,58)
(144,58)
(145,58)
(146,58)
(147,58)
(148,58)
(149,58)
(150,58)
(151,58)
(152,58)
(153,58)
(154,58)
(155,58)
(156,58)
(157,58)
(158,58)
(159,58)
(84,59)
(109,59)
(110,59)
(111,59)
(122,59)
(123,59)
(124,59)
(137,59)
(138,59)
(139,59)
(141,59)
(142,59)
(143,59)
(144,59)
(145,59)
(146,59)
(147,59)
(148,59)
(149,59)
(150,59)
(151,59)
(152,59)
(153,59)
(154,59)
(155,59)
(156,59)
(157,59)
(158,59)
(159,59)
(84,60)
(106,60)
(107,60)
(109,60)
(110,60)
(111,60)
(122,60)
(123,60)
(124,60)
(125,60)
(135,60)
(136,60)
(137,60)
(158,60)
(159,60)
(83,61)
(84,61)
(93,61)
(94,61)
(101,61)
(106,61)
(107,61)
(108,61)
(109,61)
(110,61)
(111,61)
(135,61)
(136,61)
(137,61)
(140,61)
(141,61)
(142,61)
(158,61)
(159,61)
(84,62)
(100,62)
(101,62)
(102,62)
(107,62)
(108,62)
(109,62)
(110,62)
(111,62)
(122,62)
(123,62)
(134,62)
(135,62)
(136,62)
(140,62)
(141,62)
(142,62)
(150,62)
(151,62)
(152,62)
(155,62)
(156,62)
(157,62)
(158,62)
(159,62)
(83,63)
(84,63)
(108,63)
(109,63)
(110,63)
(111,63)
(122,63)
(123,63)
(124,63)
(134,63)
(135,63)
(136,63)
(140,63)
(141,63)
(149,63)
(150,63)
(151,63)
(152,63)
(155,63)
(156,63)
(157,63)
(158,63)
(159,63)
(83,64)
(84,64)
(91,64)
(92,64)
(101,64)
(102,64)
(103,64)
(108,64)
(109,64)
(110,64)
(111,64)
(122,64)
(123,64)
(134,64)
(135,64)
(136,64)
(140,64)
(141,64)
(149,64)
(150,64)
(155,64)
(156,64)
(157,64)
(158,64)
(159,64)
(83,65)
(84,65)
(87,65)
(88,65)
(91,65)
(92,65)
(101,65)
(102,65)
(108,65)
(109,65)
(110,65)
(111,65)
(122,65)
(123,65)
(124,65)
(140,65)
(141,65)
(149,65)
(150,65)
(155,65)
(156,65)
(157,65)
(158,65)
(159,65)
(83,66)
(84,66)
(87,66)
(88,66)
(101,66)
(102,66)
(103,66)
(108,66)
(109,66)
(110,66)
(111,66)
(122,66)
(123,66)
(124,66)
(125,66)
(157,66)
(158,66)
(159,66)
(83,67)
(84,67)
(91,67)
(92,67)
(101,67)
(102,67)
(103,67)
(105,67)
(106,67)
(108,67)
(109,67)
(110,67)
(111,67)
(157,67)
(158,67)
(159,67)
(83,68)
(84,68)
(91,68)
(92,68)
(101,68)
(102,68)
(103,68)
(105,68)
(106,68)
(108,68)
(109,68)
(110,68)
(111,68)
(157,68)
(158,68)
(159,68)
(83,69)
(84,69)
(91,69)
(92,69)
(101,69)
(102,69)
(103,69)
(108,69)
(109,69)
(110,69)
(111,69)
(157,69)
(158,69)
(159,69)
(83,70)
(84,70)
(101,70)
(108,70)
(109,70)
(110,70)
(111,70)
(157,70)
(158,70)
(159,70)
(83,71)
(84,71)
(92,71)
(93,71)
(94,71)
(95,71)
(101,71)
(108,71)
(109,71)
(110,71)
(111,71)
(157,71)
(158,71)
(159,71)
(82,72)
(83,72)
(84,72)
(92,72)
(93,72)
(94,72)
(99,72)
(100,72)
(101,72)
(102,72)
(108,72)
(109,72)
(110,72)
(111,72)
(157,72)
(158,72)
(159,72)
(82,73)
(83,73)
(84,73)
(107,73)
(108,73)
(109,73)
(110,73)
(111,73)
(156,73)
(157,73)
(158,73)
(159,73)
(82,74)
(83,74)
(84,74)
(107,74)
(108,74)
(109,74)
(110,74)
(111,74)
(156,74)
(157,74)
(158,74)
(159,74)
(82,75)
(83,75)
(84,75)
(107,75)
(108,75)
(109,75)
(110,75)
(111,75)
(156,75)
(157,75)
(158,75)
(159,75)
(82,76)
(83,76)
(84,76)
(107,76)
(108,76)
(109,76)
(110,76)
(111,76)
(156,76)
(157,76)
(158,76)
(159,76)
(82,77)
(83,77)
(84,77)
(107,77)
(108,77)
(109,77)
(110,77)
(111,77)
(120,77)
(121,77)
(122,77)
(123,77)
(124,77)
(156,77)
(157,77)
(158,77)
(159,77)
(82,78)
(83,78)
(84,78)
(107,78)
(108,78)
(109,78)
(110,78)
(111,78)
(120,78)
(121,78)
(122,78)
(156,78)
(157,78)
(158,78)
(159,78)
(82,79)
(83,79)
(84,79)
(107,79)
(108,79)
(109,79)
(110,79)
(111,79)
(120,79)
(121,79)
(122,79)
(123,79)
(124,79)
(156,79)
(157,79)
(158,79)
(159,79)
(82,80)
(83,80)
(84,80)
(107,80)
(108,80)
(109,80)
(110,80)
(111,80)
(120,80)
(121,80)
(122,80)
(123,80)
(124,80)
(125,80)
(133,80)
(134,80)
(135,80)
(136,80)
(137,80)
(156,80)
(157,80)
(158,80)
(159,80)
(82,81)
(83,81)
(84,81)
(107,81)
(108,81)
(109,81)
(110,81)
(111,81)
(123,81)
(124,81)
(125,81)
(133,81)
(134,81)
(135,81)
(136,81)
(137,81)
(138,81)
(139,81)
(140,81)
(141,81)
(142,81)
(148,81)
(156,81)
(157,81)
(158,81)
(159,81)
(81,82)
(82,82)
(83,82)
(84,82)
(107,82)
(108,82)
(109,82)
(110,82)
(111,82)
(120,82)
(121,82)
(122,82)
(123,82)
(133,82)
(134,82)
(135,82)
(136,82)
(138,82)
(139,82)
(140,82)
